연도,노선명,역명,승차총승객수,하차총승객수
2022,2호선,교대,34336,38956
2022,2호선,강남,80995,80315
2022,2호선,삼성,51891,53114
2022,2호선,잠실,67134,67254
2022,2호선,잠실나루,14642,14170
2022,2호선,구의,23593,23267
2022,2호선,건대입구,34408,36548
2022,2호선,성수,37342,41222
2022,2호선,한양대,14959,16406
2022,2호선,왕십리,16550,13201
2022,2호선,상왕십리,14073,13687
2022,2호선,신당,13695,14316
2022,2호선,시청,23306,22703
2022,2호선,용답,3089,3193
2022,2호선,충정로,10171,10705
2022,2호선,아현,10706,9959
2022,2호선,이대,14484,14723
2022,2호선,홍대입구,55882,63024
2022,2호선,합정,32775,35730
2022,2호선,당산,19698,22507
2022,2호선,영등포구청,22716,23600
2022,2호선,신설동,3731,1863
2022,2호선,양천구청,6742,7059
2022,2호선,용두,2445,2437
2022,2호선,삼성,53234,53747
2022,2호선,잠실,73845,73401
2022,2호선,잠실나루,14785,14210
2022,2호선,구의,24283,23552
2022,2호선,건대입구,37688,41159
2022,2호선,성수,38530,42916
2022,2호선,한양대,12884,13867
2022,2호선,왕십리,17582,14516
2022,2호선,상왕십리,14524,13904
2022,2호선,신당,14633,15179
2022,2호선,시청,22930,22464
2022,2호선,강남,85967,87465
2022,2호선,교대,34958,39661
2022,2호선,방배,19053,19674
2022,2호선,사당,38455,43858
2022,2호선,봉천,24513,21831
2022,2호선,신림,65833,62556
2022,2호선,신대방,27405,26219
2022,2호선,구로디지털단지,59248,58871
2022,2호선,대림,24626,24967
2022,2호선,신도림,49110,49869
2022,2호선,문래,22238,23111
2022,2호선,방배,9492,9775
2022,2호선,용두,1736,1696
2022,2호선,양천구청,5164,4988
2022,2호선,신설동,3557,1827
2022,2호선,용답,2186,2024
2022,2호선,충정로,5576,6058
2022,2호선,아현,7445,6845
2022,2호선,이대,10195,10373
2022,2호선,홍대입구,61990,68143
2022,2호선,합정,28556,31965
2022,2호선,당산,13272,14297
2022,2호선,영등포구청,12609,13231
2022,2호선,문래,13042,13871
2022,2호선,신도림,40366,40819
2022,2호선,대림,17854,18908
2022,2호선,구로디지털단지,33675,32986
2022,2호선,신대방,20929,19691
2022,2호선,신림,51216,48522
2022,2호선,봉천,17385,15426
2022,2호선,사당,31354,35447
2022,2호선,교대,17027,18943
2022,2호선,강남,58294,59470
2022,2호선,삼성,27995,28070
2022,2호선,잠실,73717,70943
2022,2호선,잠실나루,7681,7646
2022,2호선,구의,16502,15783
2022,2호선,건대입구,35934,38409
2022,2호선,성수,21591,24152
2022,2호선,한양대,4929,5100
2022,2호선,왕십리,13095,11409
2022,2호선,상왕십리,9767,9057
2022,2호선,신당,11383,11978
2022,2호선,시청,9081,8454
2022,2호선,시청,7612,6551
2022,2호선,신당,8620,9161
2022,2호선,상왕십리,7062,7008
2022,2호선,왕십리,9223,8139
2022,2호선,한양대,2755,3182
2022,2호선,성수,14833,16667
2022,2호선,건대입구,26266,26982
2022,2호선,구의,11674,11706
2022,2호선,잠실나루,5407,5551
2022,2호선,잠실,52780,49710
2022,2호선,삼성,19620,18675
2022,2호선,강남,32852,32236
2022,2호선,교대,10398,11375
2022,2호선,방배,6716,7236
2022,2호선,사당,21695,24328
2022,2호선,봉천,12461,11964
2022,2호선,신림,37848,37077
2022,2호선,신대방,16085,15830
2022,2호선,구로디지털단지,23829,23208
2022,2호선,대림,14783,15026
2022,2호선,신도림,27739,28392
2022,2호선,문래,7911,8369
2022,2호선,영등포구청,8425,8989
2022,2호선,당산,9676,10086
2022,2호선,합정,20507,22243
2022,2호선,홍대입구,45108,45558
2022,2호선,이대,6975,7488
2022,2호선,아현,5176,5087
2022,2호선,충정로,3686,3980
2022,2호선,용답,1723,1769
2022,2호선,신설동,3544,1826
2022,2호선,양천구청,3477,3357
2022,2호선,용두,1245,1165
2022,2호선,시청,22755,22390
2022,2호선,신당,13409,13864
2022,2호선,상왕십리,13885,13395
2022,2호선,왕십리,15796,12737
2022,2호선,한양대,14744,16319
2022,2호선,성수,36024,39646
2022,2호선,건대입구,32679,35543
2022,2호선,구의,23276,22869
2022,2호선,잠실나루,14822,14627
2022,2호선,잠실,60452,59940
2022,2호선,삼성,45542,46409
2022,2호선,강남,79500,79576
2022,2호선,교대,33902,38417
2022,2호선,방배,19244,20081
2022,2호선,사당,35471,39471
2022,2호선,봉천,23895,22030
2022,2호선,신림,61807,59870
2022,2호선,신대방,26555,25900
2022,2호선,구로디지털단지,58492,58647
2022,2호선,대림,24171,24538
2022,2호선,신도림,45132,44816
2022,2호선,문래,21839,22130
2022,2호선,영등포구청,22492,23216
2022,2호선,당산,18903,21886
2022,2호선,합정,28135,29782
2022,2호선,홍대입구,47050,49823
2022,2호선,이대,13215,13963
2022,2호선,아현,10285,9698
2022,2호선,충정로,9919,10489
2022,2호선,용답,3155,3383
2022,2호선,신설동,3093,1710
2022,2호선,양천구청,6790,7004
2022,2호선,용두,2329,2416
2022,2호선,시청,23685,23395
2022,2호선,잠실나루,15382,14971
2022,2호선,용두,2426,2492
2022,2호선,양천구청,6994,7181
2022,2호선,신설동,3114,1690
2022,2호선,용답,3178,3344
2022,2호선,충정로,10235,10942
2022,2호선,아현,10876,10459
2022,2호선,이대,13579,14141
2022,2호선,홍대입구,48324,50891
2022,2호선,합정,29414,31058
2022,2호선,당산,19741,22731
2022,2호선,영등포구청,22717,23764
2022,2호선,문래,22293,22788
2022,2호선,신도림,47267,47002
2022,2호선,대림,24357,24695
2022,2호선,구로디지털단지,59950,60205
2022,2호선,신대방,27527,26897
2022,2호선,신림,63524,61282
2022,2호선,봉천,24202,22439
2022,2호선,사당,37564,41204
2022,2호선,방배,19986,20886
2022,2호선,교대,35047,39924
2022,2호선,강남,82201,81612
2022,2호선,삼성,50040,51206
2022,2호선,잠실,66283,65401
2022,2호선,구의,24016,23494
2022,2호선,건대입구,32928,35536
2022,2호선,성수,36931,40951
2022,2호선,한양대,15290,16732
2022,2호선,왕십리,16268,12987
2022,2호선,상왕십리,14337,13855
2022,2호선,신당,13846,14249
2022,2호선,시청,24109,23778
2022,2호선,신당,14588,15092
2022,2호선,상왕십리,14576,14166
2022,2호선,왕십리,16864,13654
2022,2호선,한양대,13935,15305
2022,2호선,성수,37431,41178
2022,2호선,건대입구,33958,36626
2022,2호선,구의,24092,23374
2022,2호선,잠실나루,15268,14747
2022,2호선,잠실,67986,65927
2022,2호선,삼성,53398,54647
2022,2호선,강남,81919,81775
2022,2호선,교대,35386,40272
2022,2호선,방배,19699,20529
2022,2호선,사당,37600,42060
2022,2호선,봉천,24516,22987
2022,2호선,신림,64679,62511
2022,2호선,신대방,27618,26900
2022,2호선,구로디지털단지,60592,60955
2022,2호선,대림,24722,25299
2022,2호선,신도림,48358,48044
2022,2호선,문래,22554,23203
2022,2호선,영등포구청,22872,23698
2022,2호선,당산,19950,23170
2022,2호선,합정,30381,31728
2022,2호선,홍대입구,49164,52251
2022,2호선,이대,13330,13959
2022,2호선,아현,10945,10302
2022,2호선,충정로,10421,11479
2022,2호선,용답,3038,3045
2022,2호선,신설동,3327,1772
2022,2호선,양천구청,7061,7214
2022,2호선,용두,2365,2391
2022,2호선,용두,2429,2385
2022,2호선,양천구청,7043,7220
2022,2호선,신설동,3328,1751
2022,2호선,용답,3138,3217
2022,2호선,충정로,10350,11771
2022,2호선,아현,10905,11724
2022,2호선,이대,13229,14671
2022,2호선,홍대입구,50588,54715
2022,2호선,합정,31170,33618
2022,2호선,당산,19712,23149
2022,2호선,영등포구청,22995,23922
2022,2호선,문래,22357,22726
2022,2호선,신도림,49039,49806
2022,2호선,대림,24616,24994
2022,2호선,구로디지털단지,59825,58286
2022,2호선,신대방,27672,26809
2022,2호선,신림,64024,62046
2022,2호선,봉천,24553,22883
2022,2호선,사당,40766,44813
2022,2호선,방배,19586,20082
2022,2호선,교대,35473,39434
2022,2호선,강남,82304,79989
2022,2호선,삼성,53533,53347
2022,2호선,잠실,67895,67116
2022,2호선,잠실나루,15122,14813
2022,2호선,구의,24222,24034
2022,2호선,건대입구,34512,37638
2022,2호선,성수,37010,40139
2022,2호선,한양대,14111,14397
2022,2호선,왕십리,17064,13783
2022,2호선,상왕십리,14283,14463
2022,2호선,신당,14465,15919
2022,2호선,시청,24070,21599
2022,2호선,용두,2479,2421
2022,2호선,양천구청,6806,7114
2022,2호선,신설동,3604,1848
2022,2호선,용답,3035,2973
2022,2호선,충정로,10146,10571
2022,2호선,아현,10663,10076
2022,2호선,이대,14197,14464
2022,2호선,홍대입구,54677,64145
2022,2호선,합정,32421,35974
2022,2호선,당산,19366,22473
2022,2호선,영등포구청,22795,23476
2022,2호선,문래,22168,23084
2022,2호선,신도림,49682,50695
2022,2호선,대림,24426,24853
2022,2호선,구로디지털단지,60010,59552
2022,2호선,신대방,27471,25892
2022,2호선,신림,65620,62957
2022,2호선,봉천,24346,21939
2022,2호선,사당,39595,44814
2022,2호선,방배,18769,19402
2022,2호선,교대,35390,40512
2022,2호선,강남,87011,89702
2022,2호선,삼성,55037,54814
2022,2호선,잠실,71988,70984
2022,2호선,잠실나루,14827,14060
2022,2호선,구의,24397,23588
2022,2호선,건대입구,36731,41775
2022,2호선,성수,37517,41757
2022,2호선,한양대,12017,12876
2022,2호선,왕십리,17445,14543
2022,2호선,상왕십리,14569,13911
2022,2호선,신당,14545,14763
2022,2호선,시청,23292,22136
2022,2호선,용두,1764,1735
2022,2호선,양천구청,5223,5034
2022,2호선,신설동,3604,3481
2022,2호선,용답,2129,2083
2022,2호선,충정로,5824,6232
2022,2호선,아현,7502,6911
2022,2호선,이대,10487,10639
2022,2호선,홍대입구,61636,71134
2022,2호선,합정,28100,32612
2022,2호선,당산,13510,14461
2022,2호선,영등포구청,12899,13591
2022,2호선,문래,13314,14328
2022,2호선,신도림,41063,41588
2022,2호선,대림,18435,19361
2022,2호선,구로디지털단지,34814,33815
2022,2호선,신대방,21394,20181
2022,2호선,신림,52100,48679
2022,2호선,봉천,17525,15475
2022,2호선,사당,32535,36175
2022,2호선,방배,10413,10657
2022,2호선,교대,17554,19657
2022,2호선,강남,59767,61884
2022,2호선,삼성,27571,27818
2022,2호선,잠실,70676,67442
2022,2호선,잠실나루,7650,7373
2022,2호선,구의,16739,15882
2022,2호선,건대입구,35171,38625
2022,2호선,성수,20844,24018
2022,2호선,한양대,4970,5256
2022,2호선,왕십리,13621,11651
2022,2호선,상왕십리,9815,9074
2022,2호선,신당,11538,11980
2022,2호선,시청,9419,8400
2022,2호선,충정로,3632,3795
2022,2호선,용답,1786,1733
2022,2호선,신설동,3353,3372
2022,2호선,양천구청,3543,3629
2022,2호선,용두,1103,1123
2022,2호선,삼성,19478,18599
2022,2호선,잠실,50924,47258
2022,2호선,잠실나루,5482,5776
2022,2호선,구의,11312,11485
2022,2호선,건대입구,25905,26617
2022,2호선,성수,13934,15633
2022,2호선,한양대,2714,3340
2022,2호선,왕십리,9356,8044
2022,2호선,상왕십리,6864,6839
2022,2호선,신당,8416,8965
2022,2호선,시청,5881,4988
2022,2호선,강남,33739,33002
2022,2호선,교대,10579,11598
2022,2호선,방배,6765,7182
2022,2호선,사당,22223,24834
2022,2호선,봉천,12429,12111
2022,2호선,신림,37877,37384
2022,2호선,신대방,16287,16032
2022,2호선,구로디지털단지,23770,23285
2022,2호선,대림,14716,15270
2022,2호선,신도림,27690,28114
2022,2호선,문래,7992,8719
2022,2호선,영등포구청,7886,8307
2022,2호선,당산,9499,10114
2022,2호선,합정,20075,21215
2022,2호선,홍대입구,45983,44710
2022,2호선,이대,6839,7448
2022,2호선,아현,5296,5295
2022,2호선,시청,23320,22761
2022,2호선,신당,14423,14823
2022,2호선,상왕십리,14328,13917
2022,2호선,왕십리,15836,12485
2022,2호선,한양대,13902,15420
2022,2호선,성수,36804,39910
2022,2호선,건대입구,33738,36419
2022,2호선,구의,23661,23468
2022,2호선,잠실나루,14734,14460
2022,2호선,잠실,62971,63238
2022,2호선,삼성,49077,50223
2022,2호선,강남,80426,79937
2022,2호선,교대,34368,38799
2022,2호선,방배,18953,19725
2022,2호선,사당,36084,40077
2022,2호선,봉천,23984,22414
2022,2호선,신림,62752,60758
2022,2호선,신대방,27213,26181
2022,2호선,구로디지털단지,59322,59394
2022,2호선,대림,24407,24885
2022,2호선,신도림,46787,46331
2022,2호선,문래,22042,22493
2022,2호선,영등포구청,22890,23714
2022,2호선,당산,18978,21945
2022,2호선,합정,29098,30252
2022,2호선,홍대입구,48174,49775
2022,2호선,이대,13526,14537
2022,2호선,아현,10404,9949
2022,2호선,충정로,10222,10770
2022,2호선,신설동,3211,3381
2022,2호선,양천구청,6893,7132
2022,2호선,용두,2292,2477
2022,2호선,용답,3052,3085
2022,2호선,용두,2387,2445
2022,2호선,양천구청,7028,7306
2022,2호선,신설동,3275,3251
2022,2호선,용답,3083,3133
2022,2호선,충정로,10397,11016
2022,2호선,아현,11050,10473
2022,2호선,이대,13965,14845
2022,2호선,홍대입구,52163,55069
2022,2호선,합정,30306,32128
2022,2호선,당산,19671,22883
2022,2호선,영등포구청,23073,24157
2022,2호선,문래,23089,23526
2022,2호선,신도림,47524,47436
2022,2호선,대림,24667,25170
2022,2호선,구로디지털단지,60739,60861
2022,2호선,신대방,27669,26817
2022,2호선,신림,64286,61804
2022,2호선,봉천,24797,22669
2022,2호선,사당,37910,42348
2022,2호선,방배,19876,20515
2022,2호선,교대,35766,40543
2022,2호선,강남,83830,83960
2022,2호선,삼성,52285,53168
2022,2호선,잠실,70006,69398
2022,2호선,잠실나루,15338,15025
2022,2호선,구의,24263,23779
2022,2호선,건대입구,36203,38985
2022,2호선,성수,37872,41842
2022,2호선,한양대,14460,16019
2022,2호선,왕십리,17107,13465
2022,2호선,상왕십리,14773,14048
2022,2호선,신당,15264,15700
2022,2호선,시청,24215,24009
2022,2호선,시청,24928,24566
2022,2호선,신당,15804,16150
2022,2호선,상왕십리,15075,14466
2022,2호선,왕십리,17846,14036
2022,2호선,한양대,14753,16667
2022,2호선,성수,39329,43610
2022,2호선,건대입구,37986,40657
2022,2호선,구의,24752,24290
2022,2호선,잠실나루,15705,15282
2022,2호선,잠실,72175,71475
2022,2호선,삼성,54306,55271
2022,2호선,강남,85042,85309
2022,2호선,교대,36454,41381
2022,2호선,방배,20520,21328
2022,2호선,사당,39488,44126
2022,2호선,봉천,24888,22695
2022,2호선,신림,65895,63348
2022,2호선,신대방,27850,27238
2022,2호선,구로디지털단지,61253,61282
2022,2호선,대림,24925,25403
2022,2호선,신도림,50300,50228
2022,2호선,문래,23150,23882
2022,2호선,영등포구청,23794,24581
2022,2호선,당산,20321,23456
2022,2호선,합정,31309,33344
2022,2호선,홍대입구,54610,58262
2022,2호선,이대,14413,15434
2022,2호선,아현,11005,10456
2022,2호선,충정로,10467,11291
2022,2호선,용답,3326,3394
2022,2호선,신설동,3375,3338
2022,2호선,양천구청,7334,7472
2022,2호선,용두,2403,2510
2022,2호선,시청,24660,24484
2022,2호선,신당,14877,15264
2022,2호선,상왕십리,15240,14626
2022,2호선,왕십리,18220,14366
2022,2호선,한양대,14866,16588
2022,2호선,성수,39702,44487
2022,2호선,건대입구,38524,41184
2022,2호선,구의,24917,24282
2022,2호선,잠실나루,15540,15102
2022,2호선,잠실,73908,73750
2022,2호선,삼성,53481,55181
2022,2호선,강남,86507,86984
2022,2호선,교대,36441,41069
2022,2호선,방배,20346,21209
2022,2호선,사당,40336,44412
2022,2호선,봉천,25054,22845
2022,2호선,신림,65915,63203
2022,2호선,신대방,28167,27287
2022,2호선,구로디지털단지,61709,61722
2022,2호선,대림,24789,25018
2022,2호선,신도림,50180,50007
2022,2호선,문래,23399,23971
2022,2호선,영등포구청,23381,24260
2022,2호선,당산,20455,23427
2022,2호선,합정,31853,34159
2022,2호선,홍대입구,57427,61400
2022,2호선,이대,14729,15363
2022,2호선,아현,11333,10637
2022,2호선,충정로,10421,11257
2022,2호선,용답,3344,3403
2022,2호선,신설동,3354,3319
2022,2호선,양천구청,7281,7501
2022,2호선,용두,2470,2488
2022,2호선,시청,25337,24583
2022,2호선,신당,15312,15682
2022,2호선,상왕십리,15531,14674
2022,2호선,왕십리,19208,15868
2022,2호선,한양대,13458,14438
2022,2호선,성수,41449,46758
2022,2호선,건대입구,42919,47877
2022,2호선,구의,25548,24627
2022,2호선,잠실나루,15830,15154
2022,2호선,잠실,83090,83175
2022,2호선,삼성,53447,55031
2022,2호선,강남,93091,96321
2022,2호선,교대,37089,42419
2022,2호선,방배,19568,20167
2022,2호선,사당,41945,47761
2022,2호선,봉천,25412,22435
2022,2호선,신림,68950,65322
2022,2호선,신대방,28586,26890
2022,2호선,구로디지털단지,62347,61931
2022,2호선,대림,24687,25168
2022,2호선,신도림,52197,53292
2022,2호선,문래,23393,24514
2022,2호선,영등포구청,23753,24597
2022,2호선,당산,20482,23637
2022,2호선,합정,34215,38691
2022,2호선,홍대입구,64651,74522
2022,2호선,이대,16007,16230
2022,2호선,아현,11708,10728
2022,2호선,충정로,10501,11239
2022,2호선,용답,3341,3221
2022,2호선,신설동,3868,3820
2022,2호선,양천구청,7231,7439
2022,2호선,용두,2653,2625
2022,2호선,시청,11561,9734
2022,2호선,신당,12310,12882
2022,2호선,상왕십리,10594,9830
2022,2호선,왕십리,14974,13262
2022,2호선,한양대,5162,5387
2022,2호선,성수,25166,28565
2022,2호선,건대입구,42017,45632
2022,2호선,구의,17557,16687
2022,2호선,잠실나루,8352,8193
2022,2호선,잠실,85814,81830
2022,2호선,삼성,30081,29912
2022,2호선,강남,66438,69086
2022,2호선,교대,19232,21304
2022,2호선,방배,10948,11106
2022,2호선,사당,33689,38925
2022,2호선,봉천,18149,16365
2022,2호선,신림,53593,50901
2022,2호선,신대방,21460,20309
2022,2호선,구로디지털단지,36372,35338
2022,2호선,대림,18649,19528
2022,2호선,신도림,44145,44885
2022,2호선,문래,13919,14923
2022,2호선,영등포구청,13430,14244
2022,2호선,당산,14313,15362
2022,2호선,합정,32173,37308
2022,2호선,홍대입구,76902,86985
2022,2호선,이대,12005,12884
2022,2호선,아현,8208,7872
2022,2호선,충정로,6065,6506
2022,2호선,용답,2365,2202
2022,2호선,신설동,3862,3741
2022,2호선,양천구청,4891,4854
2022,2호선,용두,1807,1788
2022,2호선,시청,8286,8128
2022,2호선,대림,16075,16562
2022,2호선,신도림,29504,30452
2022,2호선,문래,8620,9271
2022,2호선,영등포구청,8742,9211
2022,2호선,당산,10135,10929
2022,2호선,합정,23125,24575
2022,2호선,홍대입구,57854,55945
2022,2호선,이대,7937,8693
2022,2호선,아현,5790,5714
2022,2호선,충정로,4212,4460
2022,2호선,용답,1874,1975
2022,2호선,신설동,3641,3695
2022,2호선,양천구청,3443,3644
2022,2호선,용두,1248,1258
2022,2호선,신당,8932,9826
2022,2호선,상왕십리,7491,7567
2022,2호선,왕십리,10572,9477
2022,2호선,한양대,2762,3300
2022,2호선,성수,17823,19830
2022,2호선,건대입구,32888,32321
2022,2호선,구의,11969,12184
2022,2호선,잠실나루,5616,5764
2022,2호선,잠실,59365,54817
2022,2호선,삼성,22187,20965
2022,2호선,강남,38056,36569
2022,2호선,교대,11226,12308
2022,2호선,방배,7403,7821
2022,2호선,사당,23673,26878
2022,2호선,봉천,13111,12513
2022,2호선,신림,39818,39446
2022,2호선,신대방,16780,16841
2022,2호선,구로디지털단지,25245,24996
2022,2호선,용답,3297,3523
2022,2호선,용두,2468,2561
2022,2호선,양천구청,7322,7435
2022,2호선,신설동,3429,3318
2022,2호선,충정로,10579,11189
2022,2호선,아현,10857,10414
2022,2호선,이대,14625,15966
2022,2호선,홍대입구,53960,56177
2022,2호선,합정,30140,31875
2022,2호선,당산,19724,22889
2022,2호선,영등포구청,23499,24446
2022,2호선,문래,23014,23676
2022,2호선,신도림,49407,49037
2022,2호선,대림,24919,25469
2022,2호선,구로디지털단지,62297,62595
2022,2호선,신대방,27731,26822
2022,2호선,신림,64672,62554
2022,2호선,봉천,24800,22773
2022,2호선,사당,37312,42186
2022,2호선,방배,20116,20873
2022,2호선,교대,35297,39828
2022,2호선,강남,85393,85295
2022,2호선,삼성,52814,53784
2022,2호선,잠실,68721,68507
2022,2호선,잠실나루,15631,15502
2022,2호선,구의,24401,24118
2022,2호선,건대입구,36652,38913
2022,2호선,성수,38284,42075
2022,2호선,한양대,14949,17055
2022,2호선,왕십리,17195,13757
2022,2호선,상왕십리,14949,14392
2022,2호선,신당,14348,14767
2022,2호선,시청,24505,24079
2022,2호선,시청,26278,25568
2022,2호선,신당,14951,15436
2022,2호선,상왕십리,15185,14601
2022,2호선,왕십리,17976,14152
2022,2호선,한양대,15842,17831
2022,2호선,성수,39119,43118
2022,2호선,건대입구,38021,40752
2022,2호선,구의,25566,24680
2022,2호선,잠실나루,16001,15712
2022,2호선,잠실,75014,74545
2022,2호선,삼성,54551,55952
2022,2호선,강남,89088,88707
2022,2호선,교대,36853,41925
2022,2호선,방배,21165,22114
2022,2호선,사당,39709,44972
2022,2호선,봉천,25400,23154
2022,2호선,신림,66239,63909
2022,2호선,신대방,28521,27397
2022,2호선,구로디지털단지,64059,63795
2022,2호선,대림,25409,25742
2022,2호선,신도림,51722,51522
2022,2호선,문래,24042,24490
2022,2호선,영등포구청,23954,24779
2022,2호선,당산,20610,23944
2022,2호선,합정,31882,33804
2022,2호선,홍대입구,57602,60311
2022,2호선,이대,15211,16136
2022,2호선,아현,11616,11010
2022,2호선,충정로,10855,11615
2022,2호선,용답,3331,3435
2022,2호선,신설동,3353,3339
2022,2호선,양천구청,7689,7835
2022,2호선,용두,2501,2554
2022,2호선,신당,15647,16079
2022,2호선,시청,26489,25823
2022,2호선,상왕십리,16009,15026
2022,2호선,왕십리,19909,16348
2022,2호선,한양대,15636,17409
2022,2호선,성수,40880,45532
2022,2호선,건대입구,42918,47586
2022,2호선,구의,26405,25155
2022,2호선,잠실나루,17625,16622
2022,2호선,잠실,89416,88746
2022,2호선,삼성,57384,58526
2022,2호선,강남,92790,96266
2022,2호선,교대,37722,42863
2022,2호선,방배,21337,21859
2022,2호선,사당,42733,48600
2022,2호선,봉천,26120,22965
2022,2호선,신림,70417,67157
2022,2호선,신대방,29716,27778
2022,2호선,구로디지털단지,65587,65275
2022,2호선,대림,26202,26410
2022,2호선,신도림,55132,56178
2022,2호선,문래,24260,25190
2022,2호선,영등포구청,24369,25465
2022,2호선,당산,21810,25248
2022,2호선,합정,34119,38175
2022,2호선,홍대입구,64057,73255
2022,2호선,이대,16146,16610
2022,2호선,아현,11902,10793
2022,2호선,충정로,11119,11715
2022,2호선,용답,3426,3416
2022,2호선,신설동,3625,3577
2022,2호선,양천구청,7953,8054
2022,2호선,용두,2681,2592
2022,2호선,이대,9388,9693
2022,2호선,용두,1577,1554
2022,2호선,양천구청,4065,4019
2022,2호선,신설동,2608,2457
2022,2호선,용답,2211,2003
2022,2호선,충정로,4183,4487
2022,2호선,아현,6742,6253
2022,2호선,홍대입구,74028,78388
2022,2호선,합정,27073,29720
2022,2호선,당산,11699,12354
2022,2호선,영등포구청,9307,9612
2022,2호선,문래,10119,10766
2022,2호선,신도림,33109,33626
2022,2호선,대림,16335,16701
2022,2호선,시청,8823,7437
2022,2호선,신당,10349,11260
2022,2호선,상왕십리,8952,8414
2022,2호선,왕십리,12695,11193
2022,2호선,한양대,4079,4141
2022,2호선,성수,21348,24880
2022,2호선,건대입구,38668,39233
2022,2호선,구의,14804,13724
2022,2호선,잠실나루,6566,6351
2022,2호선,잠실,63053,61565
2022,2호선,삼성,23962,23772
2022,2호선,강남,42209,41967
2022,2호선,교대,12327,13756
2022,2호선,방배,7554,7637
2022,2호선,사당,25763,28714
2022,2호선,봉천,14692,13258
2022,2호선,신림,45124,42941
2022,2호선,신대방,18968,17624
2022,2호선,구로디지털단지,29179,28181
2022,2호선,시청,22416,21209
2022,2호선,신당,14548,14998
2022,2호선,상왕십리,14142,13258
2022,2호선,왕십리,18101,14636
2022,2호선,한양대,12046,12860
2022,2호선,성수,35492,40258
2022,2호선,건대입구,42387,45998
2022,2호선,구의,22985,22040
2022,2호선,잠실나루,14434,13809
2022,2호선,잠실,97288,95576
2022,2호선,삼성,45660,46462
2022,2호선,강남,83589,86126
2022,2호선,교대,31938,36185
2022,2호선,방배,17637,18077
2022,2호선,사당,37182,43002
2022,2호선,봉천,22945,20509
2022,2호선,신림,64454,61364
2022,2호선,신대방,26737,25008
2022,2호선,구로디지털단지,54011,52957
2022,2호선,대림,23616,23726
2022,2호선,신도림,48204,49032
2022,2호선,문래,20325,20902
2022,2호선,영등포구청,20845,21634
2022,2호선,당산,18943,21408
2022,2호선,합정,34151,38546
2022,2호선,홍대입구,75514,83336
2022,2호선,이대,14878,15238
2022,2호선,아현,10705,9858
2022,2호선,충정로,9137,9684
2022,2호선,용답,3123,3109
2022,2호선,신설동,3648,3483
2022,2호선,양천구청,6722,6711
2022,2호선,용두,2451,2428
2022,2호선,신대방,20645,18916
2022,2호선,시청,9888,8260
2022,2호선,신당,11038,11820
2022,2호선,상왕십리,9779,9010
2022,2호선,왕십리,13375,11525
2022,2호선,한양대,5002,5131
2022,2호선,성수,19939,23264
2022,2호선,건대입구,37014,39982
2022,2호선,구의,16247,15020
2022,2호선,잠실나루,7754,7515
2022,2호선,잠실,68485,65849
2022,2호선,삼성,28175,27943
2022,2호선,강남,57070,58990
2022,2호선,교대,16653,18776
2022,2호선,방배,9807,9770
2022,2호선,사당,29462,33549
2022,2호선,봉천,16664,14695
2022,2호선,신림,50317,46971
2022,2호선,구로디지털단지,32793,31876
2022,2호선,대림,18147,19180
2022,2호선,신도림,37903,38690
2022,2호선,문래,12198,12961
2022,2호선,영등포구청,11804,12269
2022,2호선,당산,12528,13376
2022,2호선,합정,27383,31237
2022,2호선,홍대입구,67876,76048
2022,2호선,이대,10383,10373
2022,2호선,아현,7471,6886
2022,2호선,충정로,5358,5670
2022,2호선,용답,2412,2077
2022,2호선,신설동,3397,3328
2022,2호선,양천구청,4629,4479
2022,2호선,용두,1653,1654
2022,2호선,용두,1042,1053
2022,2호선,양천구청,3297,3547
2022,2호선,신설동,3074,3243
2022,2호선,용답,1782,1977
2022,2호선,충정로,3286,3614
2022,2호선,아현,5311,5517
2022,2호선,이대,6957,8166
2022,2호선,홍대입구,46577,45177
2022,2호선,합정,18370,19601
2022,2호선,당산,8246,8916
2022,2호선,영등포구청,6749,7170
2022,2호선,문래,6883,7382
2022,2호선,신도림,27114,27952
2022,2호선,대림,15645,16014
2022,2호선,구로디지털단지,23076,23436
2022,2호선,신대방,16102,16474
2022,2호선,신림,36601,38308
2022,2호선,봉천,12183,12698
2022,2호선,사당,20289,22860
2022,2호선,방배,6614,7169
2022,2호선,교대,9751,11066
2022,2호선,강남,30625,29556
2022,2호선,삼성,21134,19157
2022,2호선,잠실,48619,44639
2022,2호선,잠실나루,5154,5331
2022,2호선,구의,11268,11932
2022,2호선,건대입구,26088,27120
2022,2호선,성수,12913,14057
2022,2호선,한양대,2387,2958
2022,2호선,왕십리,8967,8185
2022,2호선,상왕십리,6997,7290
2022,2호선,신당,7960,8860
2022,2호선,시청,5368,4275
2022,2호선,시청,24587,24340
2022,2호선,신당,14176,14653
2022,2호선,상왕십리,14888,14374
2022,2호선,왕십리,17388,14001
2022,2호선,한양대,14859,17077
2022,2호선,성수,37435,41072
2022,2호선,건대입구,35827,39409
2022,2호선,구의,24058,23817
2022,2호선,잠실나루,15679,15480
2022,2호선,잠실,69671,69438
2022,2호선,삼성,51794,53268
2022,2호선,강남,85160,85124
2022,2호선,교대,35546,40515
2022,2호선,방배,20190,21094
2022,2호선,사당,38307,42562
2022,2호선,봉천,24586,22965
2022,2호선,신림,65102,63476
2022,2호선,신대방,27867,27331
2022,2호선,구로디지털단지,61683,62005
