연도,노선명,역명,승차총승객수,하차총승객수
2023,2호선,신답,1971,2063
2023,2호선,신설동,4213,4084
2023,2호선,도림천,1380,1417
2023,2호선,양천구청,8072,8444
2023,2호선,신정네거리,11748,12191
2023,2호선,용두(동대문구청),2868,2798
2023,2호선,용답,3439,3339
2023,2호선,용두(동대문구청),1970,2009
2023,2호선,신정네거리,8651,8597
2023,2호선,양천구청,5857,5757
2023,2호선,도림천,947,999
2023,2호선,신설동,4483,4021
2023,2호선,신답,1288,1327
2023,2호선,용답,2444,2382
2023,2호선,충정로(경기대입구),7264,7503
2023,2호선,아현,9798,9024
2023,2호선,이대,14184,15292
2023,2호선,신촌,42205,44341
2023,2호선,홍대입구,86055,99392
2023,2호선,합정,36774,41989
2023,2호선,당산,15840,17067
2023,2호선,영등포구청,15050,15990
2023,2호선,문래,14590,16090
2023,2호선,신도림,48215,49283
2023,2호선,대림(구로구청),21189,21945
2023,2호선,구로디지털단지,40107,38540
2023,2호선,신대방,23215,21723
2023,2호선,신림,52845,50682
2023,2호선,봉천,20293,18168
2023,2호선,서울대입구(관악구청),41706,40164
2023,2호선,낙성대(강감찬),24993,23100
2023,2호선,사당,40332,45177
2023,2호선,방배,12322,12568
2023,2호선,서초,13935,12005
2023,2호선,교대(법원.검찰청),18226,23243
2023,2호선,강남,65002,64255
2023,2호선,역삼,20647,23174
2023,2호선,선릉,28743,24981
2023,2호선,삼성(무역센터),34961,34677
2023,2호선,종합운동장,19242,20601
2023,2호선,잠실새내,21791,22438
2023,2호선,잠실(송파구청),79913,76393
2023,2호선,잠실나루,9666,9332
2023,2호선,강변(동서울터미널),33732,32849
2023,2호선,구의(광진구청),19746,18631
2023,2호선,건대입구,42155,45156
2023,2호선,성수,30373,36850
2023,2호선,뚝섬,21097,20803
2023,2호선,한양대,6072,6657
2023,2호선,왕십리(성동구청),15052,13756
2023,2호선,상왕십리,11688,10895
2023,2호선,신당,14177,15130
2023,2호선,동대문역사문화공원(DDP),16660,18820
2023,2호선,을지로4가,11415,12057
2023,2호선,을지로3가,19446,17632
2023,2호선,을지로입구,38474,35423
2023,2호선,시청,18380,14784
2023,2호선,시청,9739,8309
2023,2호선,을지로입구,25115,24015
2023,2호선,을지로3가,12743,11809
2023,2호선,을지로4가,5865,6116
2023,2호선,동대문역사문화공원(DDP),11721,14242
2023,2호선,신당,9729,10671
2023,2호선,상왕십리,8029,7855
2023,2호선,왕십리(성동구청),10588,10124
2023,2호선,한양대,3753,4434
2023,2호선,뚝섬,14622,14142
2023,2호선,성수,21060,23880
2023,2호선,건대입구,30968,31127
2023,2호선,구의(광진구청),13326,13463
2023,2호선,강변(동서울터미널),26291,25931
2023,2호선,잠실나루,6370,6480
2023,2호선,잠실(송파구청),59524,54926
2023,2호선,잠실새내,14024,13806
2023,2호선,종합운동장,15200,16828
2023,2호선,삼성(무역센터),26319,25192
2023,2호선,선릉,16164,13675
2023,2호선,역삼,13662,14997
2023,2호선,강남,38705,36248
2023,2호선,교대(법원.검찰청),11040,13638
2023,2호선,서초,14467,13642
2023,2호선,사당,27444,29429
2023,2호선,낙성대(강감찬),18031,18845
2023,2호선,서울대입구(관악구청),29461,29894
2023,2호선,봉천,14200,13862
2023,2호선,신림,39088,37825
2023,2호선,신대방,17504,16969
2023,2호선,구로디지털단지,28268,27166
2023,2호선,대림(구로구청),17940,18281
2023,2호선,신도림,35452,35652
2023,2호선,문래,9579,10087
2023,2호선,영등포구청,9606,10027
2023,2호선,당산,10573,11222
2023,2호선,합정,26051,27792
2023,2호선,홍대입구,65701,65310
2023,2호선,신촌,29050,26225
2023,2호선,이대,9535,10892
2023,2호선,아현,6332,6194
2023,2호선,방배,8044,8246
2023,2호선,충정로(경기대입구),4307,4649
2023,2호선,용답,2039,2020
2023,2호선,신답,876,954
2023,2호선,신설동,3819,3641
2023,2호선,도림천,554,627
2023,2호선,양천구청,3895,4053
2023,2호선,신정네거리,5898,5980
2023,2호선,용두(동대문구청),1517,1495
2023,2호선,양천구청,7875,8227
2023,2호선,신정네거리,11316,11684
2023,2호선,용두(동대문구청),2622,2693
2023,2호선,도림천,1363,1521
2023,2호선,시청,27530,26750
2023,2호선,을지로입구,48279,50054
2023,2호선,을지로3가,26906,26345
2023,2호선,을지로4가,15508,15633
2023,2호선,동대문역사문화공원(DDP),14337,16259
2023,2호선,신당,15514,15844
2023,2호선,상왕십리,15789,15244
2023,2호선,왕십리(성동구청),17226,14409
2023,2호선,한양대,16279,18394
2023,2호선,뚝섬,24759,26394
2023,2호선,성수,41881,45381
2023,2호선,건대입구,37094,38908
2023,2호선,구의(광진구청),26151,25640
2023,2호선,강변(동서울터미널),32412,30361
2023,2호선,잠실나루,17200,16718
2023,2호선,잠실(송파구청),71758,71453
2023,2호선,잠실새내,24243,23963
2023,2호선,종합운동장,8360,9469
2023,2호선,삼성(무역센터),56295,57431
2023,2호선,선릉,64103,56623
2023,2호선,역삼,58471,66501
2023,2호선,강남,85513,82122
2023,2호선,교대(법원.검찰청),34950,41853
2023,2호선,서초,23099,22608
2023,2호선,방배,20867,21793
2023,2호선,사당,40235,44261
2023,2호선,낙성대(강감찬),29483,29339
2023,2호선,서울대입구(관악구청),50681,49189
2023,2호선,봉천,26250,24584
2023,2호선,신림,59596,57295
2023,2호선,신대방,27466,26569
2023,2호선,구로디지털단지,63708,63193
2023,2호선,대림(구로구청),26278,26683
2023,2호선,신도림,50764,49502
2023,2호선,문래,24123,24737
2023,2호선,영등포구청,23887,24439
2023,2호선,당산,20768,24419
2023,2호선,합정,32087,34373
2023,2호선,홍대입구,63221,65728
2023,2호선,신촌,41623,39513
2023,2호선,이대,19801,22330
2023,2호선,아현,11981,11153
2023,2호선,충정로(경기대입구),11248,11897
2023,2호선,용답,3288,3445
2023,2호선,신답,1859,2099
2023,2호선,신설동,3754,3711
2023,2호선,용두(동대문구청),2760,2745
2023,2호선,신정네거리,11720,12235
2023,2호선,양천구청,8012,8364
2023,2호선,도림천,1418,1520
2023,2호선,신설동,3613,3504
2023,2호선,신답,1920,2102
2023,2호선,용답,3456,3556
2023,2호선,충정로(경기대입구),11532,12194
2023,2호선,아현,12511,11735
2023,2호선,이대,20471,22522
2023,2호선,신촌,41985,39430
2023,2호선,홍대입구,64244,67229
2023,2호선,합정,32908,35197
2023,2호선,당산,21426,25248
2023,2호선,영등포구청,24575,24991
2023,2호선,문래,24816,25462
2023,2호선,신도림,52906,51725
2023,2호선,대림(구로구청),26956,27466
2023,2호선,구로디지털단지,65601,64970
2023,2호선,신대방,28375,27624
2023,2호선,신림,60944,58883
2023,2호선,봉천,26725,24746
2023,2호선,서울대입구(관악구청),52158,50388
2023,2호선,낙성대(강감찬),30600,30064
2023,2호선,사당,42655,46453
2023,2호선,방배,22297,22975
2023,2호선,서초,24706,24300
2023,2호선,교대(법원.검찰청),36799,43372
2023,2호선,강남,87828,84338
2023,2호선,역삼,60071,69264
2023,2호선,선릉,65662,58072
2023,2호선,삼성(무역센터),60725,62191
2023,2호선,종합운동장,14956,17113
2023,2호선,잠실새내,25382,24752
2023,2호선,잠실(송파구청),76121,75914
2023,2호선,잠실나루,17934,17193
2023,2호선,강변(동서울터미널),31377,29299
2023,2호선,구의(광진구청),26671,26102
2023,2호선,건대입구,38284,40100
2023,2호선,성수,42770,46934
2023,2호선,뚝섬,25703,27455
2023,2호선,한양대,17060,18901
2023,2호선,왕십리(성동구청),17875,14922
2023,2호선,상왕십리,16108,15694
2023,2호선,신당,16595,17313
2023,2호선,동대문역사문화공원(DDP),14908,16844
2023,2호선,을지로4가,15440,15892
2023,2호선,을지로3가,26963,26952
2023,2호선,을지로입구,51635,53977
2023,2호선,시청,29820,29151
2023,2호선,시청,29837,29220
2023,2호선,을지로입구,51071,53389
2023,2호선,을지로3가,28559,27968
2023,2호선,을지로4가,15392,15758
2023,2호선,동대문역사문화공원(DDP),14731,17038
2023,2호선,신당,16274,16730
2023,2호선,상왕십리,16161,15659
2023,2호선,왕십리(성동구청),17554,15115
2023,2호선,한양대,19096,22471
2023,2호선,뚝섬,25378,27161
2023,2호선,성수,42756,47226
2023,2호선,건대입구,38295,40436
2023,2호선,구의(광진구청),26893,26114
2023,2호선,강변(동서울터미널),32606,30254
2023,2호선,잠실나루,18084,17273
2023,2호선,잠실(송파구청),77965,77580
2023,2호선,잠실새내,24902,24559
2023,2호선,종합운동장,15355,17020
2023,2호선,삼성(무역센터),59118,60338
2023,2호선,선릉,65354,57721
2023,2호선,역삼,59765,68504
2023,2호선,강남,88103,84387
2023,2호선,교대(법원.검찰청),36335,43942
2023,2호선,서초,25158,24412
2023,2호선,방배,22183,23056
2023,2호선,사당,43478,47283
2023,2호선,낙성대(강감찬),30816,30119
2023,2호선,서울대입구(관악구청),52012,50462
2023,2호선,봉천,26969,24920
2023,2호선,신림,61657,59274
2023,2호선,신대방,28628,27686
2023,2호선,구로디지털단지,65154,64580
2023,2호선,대림(구로구청),27008,27366
2023,2호선,신도림,54442,53272
2023,2호선,문래,25083,25771
2023,2호선,영등포구청,24799,25471
2023,2호선,당산,21896,25422
2023,2호선,합정,33606,35838
2023,2호선,홍대입구,64786,68431
2023,2호선,신촌,43076,41658
2023,2호선,이대,20586,22579
2023,2호선,아현,12458,11717
2023,2호선,충정로(경기대입구),11580,12175
2023,2호선,용답,3324,3379
2023,2호선,신답,1893,2114
2023,2호선,신설동,3745,3621
2023,2호선,도림천,1409,1485
2023,2호선,양천구청,8134,8516
2023,2호선,신정네거리,11620,12110
2023,2호선,용두(동대문구청),2718,2657
2023,2호선,시청,30146,29116
2023,2호선,을지로입구,52409,54318
2023,2호선,을지로3가,27390,27240
2023,2호선,을지로4가,15692,16304
2023,2호선,동대문역사문화공원(DDP),15049,17217
2023,2호선,신당,16168,16680
2023,2호선,상왕십리,16306,15663
2023,2호선,왕십리(성동구청),18057,15956
2023,2호선,한양대,20606,24283
2023,2호선,뚝섬,26684,28561
2023,2호선,성수,43724,48087
2023,2호선,건대입구,39425,41434
2023,2호선,구의(광진구청),27110,26253
2023,2호선,강변(동서울터미널),34044,31387
2023,2호선,잠실나루,18028,17452
2023,2호선,잠실(송파구청),83233,82540
2023,2호선,잠실새내,25409,25316
2023,2호선,종합운동장,15775,17659
2023,2호선,삼성(무역센터),62305,63073
2023,2호선,선릉,66588,59113
2023,2호선,역삼,59751,68864
2023,2호선,강남,89266,86110
2023,2호선,교대(법원.검찰청),36955,44207
2023,2호선,서초,25274,24600
2023,2호선,방배,22622,23346
2023,2호선,사당,44974,49055
2023,2호선,낙성대(강감찬),31053,30004
2023,2호선,서울대입구(관악구청),52966,50844
2023,2호선,봉천,27146,25072
2023,2호선,신림,62344,59924
2023,2호선,신대방,28654,27734
2023,2호선,구로디지털단지,66272,65362
2023,2호선,대림(구로구청),26378,26834
2023,2호선,신도림,54635,53520
2023,2호선,문래,25361,26118
2023,2호선,영등포구청,24933,25605
2023,2호선,당산,22011,25537
2023,2호선,합정,35144,37899
2023,2호선,홍대입구,66387,71024
2023,2호선,신촌,44653,43407
2023,2호선,이대,21205,22959
2023,2호선,아현,12756,11853
2023,2호선,충정로(경기대입구),11494,12240
2023,2호선,용답,3386,3429
2023,2호선,신답,1957,2160
2023,2호선,신설동,3887,3754
2023,2호선,도림천,1395,1468
2023,2호선,양천구청,8014,8399
2023,2호선,신정네거리,11596,12096
2023,2호선,용두(동대문구청),2746,2663
2023,2호선,신당,16980,17565
2023,2호선,동대문역사문화공원(DDP),16050,17718
2023,2호선,을지로4가,15971,16584
2023,2호선,을지로3가,28783,28971
2023,2호선,을지로입구,52453,53576
2023,2호선,시청,29807,29068
2023,2호선,홍대입구,72531,82484
2023,2호선,합정,36809,41981
2023,2호선,당산,21865,25639
2023,2호선,영등포구청,24192,24849
2023,2호선,문래,25202,26279
2023,2호선,신도림,55466,52876
2023,2호선,대림(구로구청),26643,27124
2023,2호선,구로디지털단지,66046,64648
2023,2호선,신대방,28692,26926
2023,2호선,신림,64241,61234
2023,2호선,봉천,27385,24473
2023,2호선,서울대입구(관악구청),54848,51123
2023,2호선,낙성대(강감찬),31758,29052
2023,2호선,사당,45796,50462
2023,2호선,방배,20700,21570
2023,2호선,서초,24406,23431
2023,2호선,교대(법원.검찰청),36759,44193
2023,2호선,강남,92836,91396
2023,2호선,역삼,56733,64438
2023,2호선,선릉,62851,55578
2023,2호선,삼성(무역센터),62246,62076
2023,2호선,종합운동장,14839,16297
2023,2호선,잠실새내,26604,26984
2023,2호선,잠실(송파구청),84805,84544
2023,2호선,잠실나루,17608,16893
2023,2호선,강변(동서울터미널),38961,40029
2023,2호선,구의(광진구청),27543,26466
2023,2호선,건대입구,41797,45416
2023,2호선,성수,44437,49444
2023,2호선,뚝섬,26997,28467
2023,2호선,왕십리(성동구청),18901,16561
2023,2호선,상왕십리,16470,15248
2023,2호선,한양대,20325,24826
2023,2호선,신촌,44712,42557
2023,2호선,이대,21296,21660
2023,2호선,아현,12962,11717
2023,2호선,충정로(경기대입구),11344,11774
2023,2호선,용답,3352,3280
2023,2호선,신답,1960,2055
2023,2호선,신설동,4307,4016
2023,2호선,도림천,1384,1410
2023,2호선,양천구청,7940,8335
2023,2호선,신정네거리,11688,12095
2023,2호선,용두(동대문구청),2851,2724
2023,2호선,시청,12658,10110
2023,2호선,을지로입구,28336,28214
2023,2호선,을지로3가,12223,11903
2023,2호선,을지로4가,8628,9445
2023,2호선,동대문역사문화공원(DDP),13262,15142
2023,2호선,신당,10918,11896
2023,2호선,상왕십리,9533,8679
2023,2호선,왕십리(성동구청),12384,11358
2023,2호선,한양대,5203,4780
2023,2호선,뚝섬,16090,16037
2023,2호선,성수,26532,28988
2023,2호선,건대입구,33182,35361
2023,2호선,구의(광진구청),16032,15100
2023,2호선,강변(동서울터미널),27984,31113
2023,2호선,잠실나루,7280,6986
2023,2호선,잠실(송파구청),69908,68217
2023,2호선,잠실새내,17695,18291
2023,2호선,종합운동장,10026,11500
2023,2호선,삼성(무역센터),42120,38829
2023,2호선,선릉,21846,19300
2023,2호선,역삼,17567,18990
2023,2호선,강남,48073,47454
2023,2호선,교대(법원.검찰청),13778,17432
2023,2호선,서초,11336,9334
2023,2호선,방배,9048,9229
2023,2호선,사당,30956,34271
2023,2호선,낙성대(강감찬),20751,18306
2023,2호선,서울대입구(관악구청),33576,31526
2023,2호선,봉천,16570,15052
2023,2호선,신림,44091,41729
2023,2호선,신대방,19560,18349
2023,2호선,구로디지털단지,32828,31589
2023,2호선,대림(구로구청),17082,17929
2023,2호선,신도림,39484,37769
2023,2호선,문래,12055,12974
2023,2호선,영등포구청,12033,12499
2023,2호선,당산,11330,12602
2023,2호선,합정,30213,34266
2023,2호선,홍대입구,71143,79301
2023,2호선,신촌,33446,32123
2023,2호선,이대,11383,11716
2023,2호선,아현,7643,6844
2023,2호선,충정로(경기대입구),6052,6105
2023,2호선,용답,2134,1899
2023,2호선,신답,1037,1064
2023,2호선,신설동,3446,3062
2023,2호선,도림천,689,718
2023,2호선,양천구청,4291,4201
2023,2호선,신정네거리,6815,6835
2023,2호선,용두(동대문구청),1663,1602
2023,2호선,시청,9251,7398
2023,2호선,을지로입구,23346,22586
2023,2호선,을지로3가,11759,11243
2023,2호선,을지로4가,5637,5980
2023,2호선,동대문역사문화공원(DDP),10111,12416
2023,2호선,신당,8267,9402
2023,2호선,상왕십리,7086,6857
2023,2호선,왕십리(성동구청),9505,8994
2023,2호선,한양대,2748,3077
2023,2호선,뚝섬,11647,11891
2023,2호선,성수,19105,20998
2023,2호선,건대입구,26141,28033
2023,2호선,구의(광진구청),11832,11553
2023,2호선,강변(동서울터미널),22445,20753
2023,2호선,잠실나루,5330,5319
2023,2호선,잠실(송파구청),56346,52716
2023,2호선,잠실새내,12575,12884
2023,2호선,종합운동장,8154,8854
2023,2호선,삼성(무역센터),33121,31465
2023,2호선,선릉,14175,12230
2023,2호선,역삼,12348,13341
2023,2호선,강남,34275,34026
2023,2호선,교대(법원.검찰청),10160,12176
2023,2호선,서초,13753,12334
2023,2호선,방배,6884,7187
2023,2호선,용두(동대문구청),1040,1041
2023,2호선,신정네거리,4980,5178
2023,2호선,양천구청,3219,3378
2023,2호선,도림천,466,478
2023,2호선,신설동,2606,2615
2023,2호선,신답,670,792
2023,2호선,용답,1557,1534
2023,2호선,충정로(경기대입구),4298,4637
2023,2호선,아현,5614,5292
2023,2호선,이대,8396,8933
2023,2호선,신촌,25856,23996
2023,2호선,홍대입구,57141,60555
2023,2호선,합정,23465,25787
2023,2호선,당산,8021,9081
2023,2호선,영등포구청,8607,8860
2023,2호선,문래,8587,9183
2023,2호선,신도림,31062,29550
2023,2호선,대림(구로구청),15557,15963
2023,2호선,구로디지털단지,25345,24756
2023,2호선,신대방,15389,14713
2023,2호선,신림,35763,35070
2023,2호선,봉천,12669,11880
2023,2호선,서울대입구(관악구청),25836,25487
2023,2호선,낙성대(강감찬),15564,15118
2023,2호선,사당,22314,24494
2023,2호선,시청,9535,8173
2023,2호선,을지로입구,24994,23859
2023,2호선,을지로3가,10171,9446
2023,2호선,을지로4가,8000,8165
2023,2호선,동대문역사문화공원(DDP),11673,13405
2023,2호선,신당,10149,10885
2023,2호선,상왕십리,8761,8575
2023,2호선,왕십리(성동구청),10576,9857
2023,2호선,한양대,5134,6123
2023,2호선,뚝섬,13594,13644
2023,2호선,성수,21553,25025
2023,2호선,건대입구,29873,31629
2023,2호선,구의(광진구청),14441,14451
2023,2호선,강변(동서울터미널),26584,23613
2023,2호선,잠실나루,7321,7274
2023,2호선,잠실(송파구청),55148,51271
2023,2호선,잠실새내,14823,15049
2023,2호선,종합운동장,4786,5344
2023,2호선,삼성(무역센터),23394,23041
2023,2호선,선릉,20521,18379
2023,2호선,역삼,14857,16534
2023,2호선,강남,42398,40499
2023,2호선,교대(법원.검찰청),13095,16313
2023,2호선,서초,7585,6703
2023,2호선,방배,8008,8358
2023,2호선,사당,24260,26552
2023,2호선,낙성대(강감찬),16475,17328
2023,2호선,서울대입구(관악구청),29078,30369
2023,2호선,봉천,14741,14411
2023,2호선,신림,38160,37857
2023,2호선,신대방,17554,17058
2023,2호선,구로디지털단지,29031,28284
2023,2호선,대림(구로구청),16899,17332
2023,2호선,신도림,29694,28438
2023,2호선,문래,9269,9762
2023,2호선,영등포구청,9649,10199
2023,2호선,당산,10466,10948
2023,2호선,합정,22144,23639
2023,2호선,홍대입구,60519,62244
2023,2호선,신촌,26216,24887
2023,2호선,이대,9885,11474
2023,2호선,아현,6723,6536
2023,2호선,충정로(경기대입구),4211,4334
2023,2호선,용답,1929,1950
2023,2호선,신답,960,995
2023,2호선,신설동,2622,2665
2023,2호선,도림천,738,756
2023,2호선,양천구청,4111,4109
2023,2호선,신정네거리,6345,6461
2023,2호선,용두(동대문구청),1542,1571
2023,2호선,방배,21862,22588
2023,2호선,강남,84871,81319
2023,2호선,역삼,59180,67689
2023,2호선,선릉,65499,57978
2023,2호선,삼성(무역센터),57277,59156
2023,2호선,종합운동장,17791,20514
2023,2호선,잠실새내,25294,24892
2023,2호선,잠실(송파구청),74483,74517
2023,2호선,잠실나루,17544,17339
2023,2호선,강변(동서울터미널),32523,30014
2023,2호선,구의(광진구청),26269,25843
2023,2호선,건대입구,36707,38876
2023,2호선,성수,41411,45213
2023,2호선,뚝섬,24520,26538
2023,2호선,한양대,16376,18724
2023,2호선,왕십리(성동구청),17368,14336
2023,2호선,상왕십리,15836,15443
2023,2호선,신당,15479,16091
2023,2호선,동대문역사문화공원(DDP),13910,16027
2023,2호선,을지로4가,15336,15492
2023,2호선,을지로3가,26889,26053
2023,2호선,을지로입구,49980,51749
2023,2호선,시청,29111,28480
2023,2호선,서초,24556,23928
2023,2호선,용두(동대문구청),2634,2663
2023,2호선,신정네거리,11523,11813
2023,2호선,양천구청,7918,8338
2023,2호선,도림천,1388,1482
2023,2호선,신설동,3589,3514
2023,2호선,신답,1928,2071
2023,2호선,용답,3303,3415
2023,2호선,충정로(경기대입구),11343,11997
2023,2호선,아현,12454,11900
2023,2호선,이대,19751,22010
2023,2호선,신촌,40897,38980
2023,2호선,홍대입구,61229,63984
2023,2호선,합정,32762,34471
2023,2호선,당산,21025,24810
2023,2호선,영등포구청,24501,25039
2023,2호선,문래,24276,24785
2023,2호선,신도림,51927,48852
2023,2호선,대림(구로구청),26238,26758
2023,2호선,구로디지털단지,64612,64280
2023,2호선,신대방,27756,27204
2023,2호선,신림,59617,57391
2023,2호선,봉천,26455,24803
2023,2호선,서울대입구(관악구청),51153,50168
2023,2호선,낙성대(강감찬),29538,29500
2023,2호선,사당,40561,44853
2023,2호선,교대(법원.검찰청),36153,42565
2023,2호선,서초,24943,24442
2023,2호선,교대(법원.검찰청),36172,42569
2023,2호선,강남,85107,81657
2023,2호선,역삼,58508,67402
2023,2호선,선릉,64795,57317
2023,2호선,삼성(무역센터),58858,60709
2023,2호선,종합운동장,18322,20895
2023,2호선,잠실새내,25079,24496
2023,2호선,잠실(송파구청),75672,75777
2023,2호선,잠실나루,17911,17601
2023,2호선,강변(동서울터미널),31637,29462
2023,2호선,구의(광진구청),26688,25866
2023,2호선,건대입구,37061,39562
2023,2호선,성수,41745,45542
2023,2호선,뚝섬,24784,26799
2023,2호선,한양대,15850,17841
2023,2호선,왕십리(성동구청),17365,14723
2023,2호선,상왕십리,15907,15267
2023,2호선,신당,15883,16324
2023,2호선,동대문역사문화공원(DDP),14319,16339
2023,2호선,을지로4가,15133,15164
2023,2호선,을지로3가,28255,28174
2023,2호선,을지로입구,52952,53657
2023,2호선,시청,32158,29831
2023,2호선,용답,3263,3339
2023,2호선,용두(동대문구청),2656,2597
2023,2호선,신정네거리,11412,11820
2023,2호선,양천구청,7952,8421
2023,2호선,도림천,1367,1462
2023,2호선,신설동,3798,3746
2023,2호선,신답,1914,2098
2023,2호선,충정로(경기대입구),11773,12445
2023,2호선,아현,12651,12065
2023,2호선,이대,17701,19229
2023,2호선,신촌,41277,39179
2023,2호선,홍대입구,63015,67211
2023,2호선,합정,33355,35747
2023,2호선,당산,21129,24936
2023,2호선,영등포구청,24557,25251
2023,2호선,문래,24250,24789
2023,2호선,신도림,53079,49747
2023,2호선,대림(구로구청),26386,26493
2023,2호선,구로디지털단지,65039,64581
2023,2호선,신대방,28171,27396
2023,2호선,신림,60821,58954
2023,2호선,봉천,26698,25052
2023,2호선,서울대입구(관악구청),51435,50092
2023,2호선,낙성대(강감찬),30181,29309
2023,2호선,사당,41501,45490
2023,2호선,방배,22077,22904
2023,2호선,용두(동대문구청),2617,2608
2023,2호선,신정네거리,11508,11942
2023,2호선,양천구청,8035,8459
2023,2호선,도림천,1330,1419
2023,2호선,신설동,3755,3648
2023,2호선,신답,1901,2136
2023,2호선,용답,3261,3391
2023,2호선,충정로(경기대입구),11366,12246
2023,2호선,아현,12769,11841
2023,2호선,이대,19860,21834
2023,2호선,신촌,41902,40081
2023,2호선,홍대입구,64608,68937
2023,2호선,합정,34781,37472
2023,2호선,당산,21461,25299
2023,2호선,영등포구청,24584,25119
2023,2호선,문래,24757,25431
2023,2호선,신도림,54981,51675
2023,2호선,대림(구로구청),26391,26745
2023,2호선,구로디지털단지,65527,64830
2023,2호선,신대방,28046,27232
2023,2호선,신림,61320,59562
2023,2호선,봉천,27047,24895
2023,2호선,서울대입구(관악구청),52330,50951
2023,2호선,낙성대(강감찬),30134,29369
2023,2호선,사당,42129,46051
2023,2호선,방배,21513,22282
2023,2호선,서초,24967,23771
2023,2호선,교대(법원.검찰청),36080,42717
2023,2호선,강남,87052,83935
2023,2호선,역삼,57531,66067
2023,2호선,선릉,65756,58214
2023,2호선,삼성(무역센터),61972,63385
2023,2호선,종합운동장,18660,22031
2023,2호선,잠실새내,25488,25155
2023,2호선,잠실(송파구청),78452,78912
2023,2호선,잠실나루,17556,17067
2023,2호선,강변(동서울터미널),32696,29636
2023,2호선,구의(광진구청),26844,26161
2023,2호선,건대입구,38088,40530
2023,2호선,성수,41524,45634
2023,2호선,뚝섬,25003,26874
2023,2호선,한양대,15871,17967
2023,2호선,왕십리(성동구청),17446,14545
2023,2호선,상왕십리,16025,15389
2023,2호선,신당,15792,16325
2023,2호선,동대문역사문화공원(DDP),14643,16716
2023,2호선,을지로4가,15466,15363
2023,2호선,을지로3가,26655,26489
2023,2호선,을지로입구,51268,52547
2023,2호선,시청,29318,28720
2023,2호선,신당,16641,17118
2023,2호선,용두(동대문구청),2736,2656
2023,2호선,신정네거리,11531,12183
2023,2호선,양천구청,7974,8298
2023,2호선,도림천,1362,1503
2023,2호선,신설동,4184,4097
2023,2호선,신답,1977,2080
2023,2호선,용답,3449,3388
2023,2호선,충정로(경기대입구),11259,12032
2023,2호선,아현,12838,11828
2023,2호선,이대,20314,21030
2023,2호선,신촌,45443,44987
2023,2호선,홍대입구,72013,81190
2023,2호선,합정,36615,41321
2023,2호선,당산,21658,25353
2023,2호선,영등포구청,24528,25112
2023,2호선,문래,24765,25831
2023,2호선,신도림,56600,53619
2023,2호선,대림(구로구청),26725,26983
2023,2호선,구로디지털단지,66247,65545
2023,2호선,신대방,28941,27118
2023,2호선,신림,63200,61028
2023,2호선,봉천,27187,24478
2023,2호선,서울대입구(관악구청),53489,51136
2023,2호선,낙성대(강감찬),31463,29148
2023,2호선,사당,44604,49946
2023,2호선,방배,20489,21152
2023,2호선,서초,26398,25761
2023,2호선,교대(법원.검찰청),35965,42830
2023,2호선,강남,90495,88715
2023,2호선,역삼,55619,63797
2023,2호선,선릉,64003,57092
2023,2호선,삼성(무역센터),62036,62323
2023,2호선,종합운동장,13590,15096
2023,2호선,잠실새내,25959,26453
2023,2호선,잠실(송파구청),81204,81553
2023,2호선,잠실나루,17724,16804
2023,2호선,강변(동서울터미널),36189,35911
2023,2호선,구의(광진구청),27121,26036
2023,2호선,건대입구,41238,44894
2023,2호선,성수,44458,49239
2023,2호선,뚝섬,27570,29104
2023,2호선,한양대,13976,15201
2023,2호선,왕십리(성동구청),18481,15921
2023,2호선,상왕십리,16163,15383
2023,2호선,동대문역사문화공원(DDP),15669,17340
2023,2호선,을지로4가,15919,16211
2023,2호선,을지로3가,27892,28045
2023,2호선,을지로입구,53344,55235
2023,2호선,시청,29632,28967
2023,2호선,신설동,4164,3857
2023,2호선,신답,1150,1189
2023,2호선,용답,2431,2231
2023,2호선,충정로(경기대입구),6719,7009
2023,2호선,아현,8692,7791
2023,2호선,이대,13431,13803
2023,2호선,신촌,39950,38892
2023,2호선,홍대입구,80228,91151
2023,2호선,합정,32954,36697
2023,2호선,당산,14162,15327
2023,2호선,영등포구청,14178,14842
2023,2호선,문래,14186,15325
2023,2호선,신도림,46362,44854
2023,2호선,대림(구로구청),19743,20909
2023,2호선,구로디지털단지,38775,37050
2023,2호선,신대방,22074,20612
2023,2호선,신림,50358,47846
2023,2호선,봉천,19306,17012
2023,2호선,서울대입구(관악구청),40142,38407
2023,2호선,낙성대(강감찬),23830,21082
2023,2호선,사당,36212,42144
2023,2호선,방배,12505,12558
2023,2호선,서초,12184,10268
2023,2호선,교대(법원.검찰청),17388,21754
2023,2호선,강남,58532,58520
2023,2호선,도림천,901,888
2023,2호선,역삼,19692,21637
2023,2호선,선릉,27792,24080
2023,2호선,삼성(무역센터),34362,33829
2023,2호선,종합운동장,13117,14707
2023,2호선,잠실새내,19648,20163
2023,2호선,잠실(송파구청),73516,71253
2023,2호선,잠실나루,8837,8449
2023,2호선,강변(동서울터미널),30938,31716
2023,2호선,구의(광진구청),18384,17218
2023,2호선,건대입구,38819,42358
2023,2호선,성수,28101,33225
2023,2호선,뚝섬,20340,20139
2023,2호선,한양대,6463,6788
2023,2호선,왕십리(성동구청),13819,12908
2023,2호선,상왕십리,11007,10103
2023,2호선,신당,12892,13564
